artist,date,time,city,state,title,type
贾凡,2019-12-27,20:00,珠海,广东,我爱你，中国,concert
方书剑,2019-11-29,20:00,珠海,广东,Cherish珍晰,concert
高杨,2019-12-21,19:00,杭州,浙江,如响应声,concert
黄子弘凡,2019-12-21,19:00,杭州,浙江,如响应声,concert
金圣权,2019-08-10,19:30,南京,江苏,你眼里的蓝,concert
鞠红川,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
蔡程昱,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
高杨,2019-12-01,19:30,佛山,广东,Cherish珍晰,concert
阿云嘎,2019-07-20,19:30,上海,上海,我们剧场见(GALA),concert
陈博豪,2019-08-24,19:30,广州,广东,你眼里的蓝,concert
高杨,2019-06-16,19:30,西安,陕西,你眼里的蓝,concert
王晰,2019-11-16,19:30,海口,海南,Cherish珍晰,concert
龚子棋,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
贾凡,2019-12-13,19:30,杭州,浙江,声入人心II巡演,concert
马佳,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
马佳,2019-12-07,-,柳州,广西,2020年我们的中国梦文化进万家启动仪式,concert
简弘亦,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
张超,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
蔡尧,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
马佳,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
马佳,2019-04-14,19:30,北京,北京,北京国际电影节电影交响音乐会,concert
高天鹤,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
金天泽,2019-12-14,19:30,宁波,浙江,宣言,concert
李向哲,2019-11-23,14:00,武汉,湖北,国风音乐盛典,concert
翟李朔天,2019-08-09,19:30,厦门,福建,中孝介演唱会,concert
王凯,2019-08-24,19:30,长春,吉林,声动春城,concert
陈博豪,2019-07-21,19:30,北京,北京,你眼里的蓝,concert
蔡程昱,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
简弘亦,2019-10-31,19:30,广州,广东,亦X不染,concert
郑云龙,2019-07-04,19:30,深圳,广东,我们剧场见(GALA),concert
洪之光,2019-11-22,20:00,海口,海南,海南国际旅游岛欢乐节,concert
龚子棋,2019-12-21,19:00,杭州,浙江,如响应声,concert
李文豹,2019-09-27,19:30,北京,北京,亦X不染,concert
廖佳琳,2019-10-19,18:30,三亚,海南,三亚体育旅游嘉年华启动仪式,concert
翟李朔天,2019-09-30,19:30,上海,上海,凡之声,concert
金天泽,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
龚子棋,2019-08-02,19:30,重庆,重庆,你眼里的蓝,concert
南枫,2019-11-02,19:30,耶鲁,美国,经典歌剧选段,concert
周深,2019-11-02,19:00,南京,江苏,陈情令国风音乐演唱会,concert
翟李朔天,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
廖佳琳,2019-12-06,19:30,北京,北京,人生首席,concert
翟李朔天,2019-09-07,19:30,成都,四川,人生首席,concert
简弘亦,2019-10-12,19:30,北京,北京,邂逅回忆,concert
简弘亦,2019-04-23,19:30,上海,上海,不说再见,concert
马佳,2019-11-24,19:30,广州,广东,我爱你，中国,concert
方书剑,2019-04-22,19:30,上海,上海,亦X不染,concert
简弘亦,2019-04-30,19:30,武汉,湖北,亦X不染,concert
黄子弘凡,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
余笛,2019-12-12,19:30,上海,上海,力量之声·我的祖国,concert
高杨,2019-06-09,19:30,石家庄,河北,你眼里的蓝,concert
王晰,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
马佳,2019-05-25,19:30,上海,上海,云上之声,concert
阿云嘎,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
龚子棋,2019-04-22,19:30,上海,上海,亦X不染,concert
金圣权,2019-08-18,19:30,北京,北京,你眼里的蓝,concert
梁朋杰,2019-07-28,19:30,昆明,云南,你眼里的蓝,concert
仝卓,2019-04-16,19:30,北京,北京,声入人心巡演,concert
翟李朔天,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
王凯,2019-12-21,19:30,北京,北京,致敬经典音乐会,concert
方书剑,2019-05-18,14:30,上海,上海,辰山草地广播音乐节,concert
仝卓,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
方书剑,2019-01-13,20:00,广州,广东,记忆乡愁,concert
阿云嘎,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
张超,2019-01-13,20:00,广州,广东,记忆乡愁,concert
贾凡,2019-06-02,19:30,上海,上海,声入人心巡演,concert
高杨,2019-06-21,20:00,深圳,广东,你眼里的蓝,concert
马佳,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
简弘亦,2019-10-19,18:30,三亚,海南,三亚体育旅游嘉年华启动仪式,concert
金圣权,2019-12-06,19:30,北京,北京,人生首席,concert
王晰,2019-03-08,16:00,珠海,广东,长隆海洋环保音乐节,concert
张超,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
阿云嘎,2019-07-19,19:30,上海,上海,我们剧场见(GALA),concert
蔡程昱,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
李向哲,2019-10-12,20:00,南宁,广西,Cherish珍晰,concert
金天泽,2019-10-13,19:30,上海,上海,邂逅回忆,concert
张超,2019-08-31,19:30,宁波,浙江,我爱宁波大型歌会,concert
翟李朔天,2019-11-24,19:30,武汉,湖北,声入江城,concert
简弘亦,2019-12-28,19:00,北京,北京,北京交通频道26周年听众欢乐会,concert
洪之光,2019-12-17,19:30,合肥,安徽,声入人心II巡演,concert
李彦锋,2019-12-21,19:30,厦门,福建,Cherish珍晰,concert
高杨,2019-06-08,19:30,北京,北京,你眼里的蓝,concert
周深,2019-04-16,19:30,北京,北京,声入人心巡演,concert
周深,2019-11-09,19:00,北京,北京,C-929星球,concert
翟李朔天,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
郑云龙,2019-12-14,-,广州,广东,岁末感恩音乐会,concert
洪之光,2019-11-23,20:00,海口,海南,海南国际旅游岛欢乐节文艺演出,concert
马佳,2019-12-21,19:00,杭州,浙江,如响应声,concert
王晰,2019-06-09,19:30,石家庄,河北,你眼里的蓝,concert
张超,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
李向哲,2019-08-25,19:30,长春,吉林,声动春城,concert
阿云嘎,2019-10-17,-,北京,北京,中国文联文艺扶贫原创歌曲音乐会,concert
廖佳琳,2019-12-02,19:30,北京,北京,抒情新时代,concert
周深,2019-05-25,19:00,北京,北京,品冠演唱会,concert
王凯,2019-05-04,19:30,重庆,重庆,中国新生代·唱响经典,concert
贾凡,2019-06-09,19:30,石家庄,河北,你眼里的蓝,concert
李琦,2019-04-23,19:30,上海,上海,不说再见,concert
黄子弘凡,2019-12-31,19:30,北京,北京,凯旋之夜,concert
蔡程昱,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
王凯,2019-10-26,19:00,杭州,浙江,海尚音乐走廊音乐会,concert
金圣权,2019-12-21,19:00,杭州,浙江,如响应声,concert
金圣权,2019-12-31,19:30,北京,北京,凯旋之夜,concert
马佳,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
王晰,2019-12-27,19:30,清远,广东,2019遇见5G咪咕和TA的朋友,concert
金天泽,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
王晰,2019-08-16,19:30,北京,北京,Cherish珍晰,concert
黄子弘凡,2019-07-21,19:30,北京,北京,你眼里的蓝,concert
周深,2019-11-16,19:30,南京,江苏,C-929星球,concert
高天鹤,2019-07-24,21:20,长沙,湖南,芒果音乐节,concert
阿云嘎,2019-07-17,19:30,南京,江苏,我们剧场见(GALA),concert
金天泽,2019-12-31,21:45,澳门,澳门,除夕音乐派对,concert
代玮,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
黄子弘凡,2019-08-11,19:30,杭州,浙江,你眼里的蓝,concert
马佳,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
余笛,2019-10-16,19:30,上海,上海,温可铮教授90诞辰纪念音乐会,concert
黄子弘凡,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
李琦,2019-09-17,16:00,北京,北京,七彩华夏声在中国,concert
简弘亦,2019-05-24,20:00,郑州,河南,冰淇淋音乐节,concert
王晰,2019-09-30,19:30,上海,上海,凡之声,concert
阿云嘎,2019-08-08,19:00,上海,上海,88群星盛典,concert
贾凡,2019-11-17,19:30,诸暨,浙江,保利ART音乐盛典,concert
马佳,2019-06-22,19:00,长沙,湖南,梅溪音乐节,concert
仝卓,2019-12-31,19:30,海口,海南,跨年演唱会,concert
郑云龙,2019-04-16,19:30,北京,北京,声入人心巡演,concert
陈博豪,2019-08-03,19:30,成都,四川,你眼里的蓝,concert
鞠红川,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
马佳,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
廖佳琳,2019-07-27,19:30,长沙,湖南,亦X不染,concert
廖佳琳,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
王晰,2019-01-20,20:00,北京,北京,深空间,concert
简弘亦,2019-09-30,19:30,长沙,湖南,省会大学生文艺汇演,concert
贾凡,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
简弘亦,2019-08-24,19:30,长春,吉林,声动春城,concert
蔡程昱,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
王凯,2019-08-25,19:30,长春,吉林,声动春城,concert
金天泽,2019-07-27,19:30,长沙,湖南,亦X不染,concert
高天鹤,2019-04-18,19:30,天津,天津,声入人心巡演,concert
简弘亦,2019-09-27,19:30,北京,北京,亦X不染,concert
刘彬濠,2019-01-13,20:00,广州,广东,记忆乡愁,concert
王凯,2019-10-14,19:40,北京,北京,庆祝新中国成立70周年国家大剧院合唱团专场演出,concert
鞠红川,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
梁朋杰,2019-08-24,19:30,广州,广东,你眼里的蓝,concert
周深,2019-10-12,19:30,长沙,湖南,万科献礼新中国成立七十周年文艺盛典,concert
黄子弘凡,2019-03-25,22:00,波士顿,美国,郑俊树音乐会,concert
王晰,2019-09-07,19:30,成都,四川,人生首席,concert
简弘亦,2019-04-22,19:30,上海,上海,亦X不染,concert
金天泽,2019-08-02,19:30,重庆,重庆,你眼里的蓝,concert
王晰,2019-06-08,19:30,北京,北京,你眼里的蓝,concert
金天泽,2019-08-18,19:30,北京,北京,你眼里的蓝,concert
李文豹,2019-10-12,19:30,北京,北京,邂逅回忆,concert
廖佳琳,2019-04-12,19:00,长春,吉林,声动春城,concert
蔡尧,2019-01-13,20:00,广州,广东,记忆乡愁,concert
高杨,2019-08-14,19:30,上海,上海,你眼里的蓝,concert
王凯,2019-05-03,19:30,北京,北京,国家大剧院驻院歌剧演员音乐会,concert
简弘亦,2019-08-25,19:30,长春,吉林,声动春城,concert
廖佳琳,2019-09-07,19:30,成都,四川,人生首席,concert
陈博豪,2019-08-13,19:30,上海,上海,你眼里的蓝,concert
黄子弘凡,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
高杨,2019-07-08,19:30,广州,广东,我们剧场见(GALA),concert
金圣权,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
王凯,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
阿云嘎,2019-07-03,19:30,深圳,广东,我们剧场见(GALA),concert
王晰,2019-11-29,20:00,珠海,广东,Cherish珍晰,concert
金圣权,2019-09-25,21:30,纽约,美国,KISS BEFORE SUNRISE,concert
贾凡,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
马佳,2019-12-28,19:30,深圳,广东,文化进万家,concert
马佳,2019-09-07,19:30,聊城,山东,华韵盛典,concert
代玮,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
王凯,2019-04-18,19:30,天津,天津,声入人心巡演,concert
郑云龙,2019-12-31,19:30,上海,上海,梦圆东方2020跨年盛典,concert
李琦,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
高杨,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
翟李朔天,2019-11-23,19:30,重庆,重庆,声入山城,concert
马佳,2019-06-09,19:30,石家庄,河北,你眼里的蓝,concert
贾凡,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
金天泽,2019-04-30,19:30,武汉,湖北,亦X不染,concert
仝卓,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
仝卓,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
周深,2019-06-22,19:30,深圳,广东,深空间,concert
阿云嘎,2019-12-31,19:30,上海,上海,梦圆东方2020跨年盛典,concert
洪之光,2019-04-11,19:30,北京,北京,东方歌舞一枝花,concert
龚子棋,2019-09-20,19:00,长春,吉林,致敬祖国交响演唱会,concert
翟李朔天,2019-10-13,19:30,上海,上海,邂逅回忆,concert
周深,2019-05-18,19:30,上海,上海,深龄其境,concert
李文豹,2019-11-11,19:30,上海,上海,春韵江南,concert
陈博豪,2019-08-11,19:30,杭州,浙江,你眼里的蓝,concert
翟李朔天,2019-04-18,19:30,天津,天津,声入人心巡演,concert
翟李朔天,2019-08-24,19:30,长春,吉林,声动春城,concert
张超,2019-04-18,19:30,天津,天津,声入人心巡演,concert
高天鹤,2019-08-31,19:30,宁波,浙江,我爱宁波大型歌会,concert
王凯,2019-11-08,19:00,哈尔滨,黑龙江,常思思独唱音乐会,concert
廖佳琳,2019-11-23,19:30,重庆,重庆,声入山城,concert
高天鹤,2019-12-31,19:30,海口,海南,跨年演唱会,concert
金天泽,2019-10-12,19:30,北京,北京,邂逅回忆,concert
余笛,2019-05-23,18:30,天津,天津,南开大学力量之声音乐分享会,concert
洪之光,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
张超,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
贾凡,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
鞠红川,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
金天泽,2019-08-14,19:30,上海,上海,你眼里的蓝,concert
廖佳琳,2019-08-10,19:30,南京,江苏,你眼里的蓝,concert
代玮,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
刘彬濠,2019-04-22,19:30,上海,上海,亦X不染,concert
贾凡,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
贾凡,2019-07-07,20:00,中山,广东,筑梦湾区步步高·向经典致敬音乐会,concert
余笛,2019-04-23,19:30,上海,上海,不说再见,concert
金天泽,2019-09-08,20:00,深圳,广东,Cherish珍晰,concert
鞠红川,2019-04-16,19:30,北京,北京,声入人心巡演,concert
简弘亦,2019-02-19,19:00,海口,海南,元宵乐舞换花节,concert
代玮,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
周深,2019-07-07,19:30,杭州,浙江,深空间,concert
马佳,2019-05-26,19:30,上海,上海,云上之声,concert
李文豹,2019-04-30,19:30,武汉,湖北,亦X不染,concert
郑云龙,2019-11-10,19:30,上海,上海,天猫双11狂欢夜,concert
张超,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
阿云嘎,2019-07-14,19:30,成都,四川,我们剧场见(GALA),concert
马佳,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
周深,2019-10-07,20:00,北京,北京,好声音巅峰之夜,concert
金圣权,2019-08-19,19:30,合肥,安徽,来自纽约的情书,concert
翟李朔天,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
黄子弘凡,2019-08-07,-,婺源,江西,LOHAS七夕音乐会,concert
仝卓,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
王晰,2019-11-27,20:00,成都,四川,新歌首唱会,concert
高杨,2019-06-14,19:30,成都,四川,你眼里的蓝,concert
刘彬濠,2019-07-27,19:30,长沙,湖南,亦X不染,concert
黄子弘凡,2019-09-20,19:00,长春,吉林,致敬祖国交响演唱会,concert
贾凡,2019-06-16,19:30,西安,陕西,你眼里的蓝,concert
高天鹤,2019-05-04,19:30,重庆,重庆,中国新生代·唱响经典,concert
郑云龙,2019-10-05,13:30,南京,江苏,森林音乐狂欢节,concert
王凯,2019-09-27,19:30,北京,北京,亦X不染,concert
阿云嘎,2019-04-16,19:30,北京,北京,声入人心巡演,concert
黄子弘凡,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
马佳,2019-01-28,19:30,北京,北京,北京新春音乐会,concert
郑云龙,2019-07-19,19:30,上海,上海,我们剧场见(GALA),concert
洪之光,2019-04-07,14:30,北京,北京,中外歌剧声乐作品赏析音乐会,concert
李向哲,2019-06-21,19:30,北京,北京,不说再见,concert
廖佳琳,2019-08-25,19:30,长春,吉林,声动春城,concert
金圣权,2019-11-24,19:30,武汉,湖北,声入江城,concert
廖佳琳,2019-09-20,19:00,长春,吉林,致敬祖国交响演唱会,concert
王晰,2019-06-15,19:30,武汉,湖北,Cherish珍晰,concert
金圣权,2019-11-17,-,上海,上海,音浪合伙人盛典,concert
马佳,2019-09-01,19:00,大连,辽宁,华韵盛典,concert
王凯,2019-04-16,19:30,北京,北京,声入人心巡演,concert
金天泽,2019-08-24,19:30,广州,广东,你眼里的蓝,concert
贾凡,2019-06-14,19:30,成都,四川,你眼里的蓝,concert
余笛,2019-04-22,19:30,上海,上海,亦X不染,concert
黄子弘凡,2019-10-13,14:30,成都,四川,洪之光个人独唱音乐会,concert
方书剑,2019-12-31,19:30,北京,北京,凯旋之夜,concert
周深,2019-12-07,19:30,苏州,江苏,C-929星球,concert
马佳,2019-06-02,19:30,上海,上海,声入人心巡演,concert
龚子棋,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
金圣权,2019-06-15,19:30,武汉,湖北,Cherish珍晰,concert
余笛,2019-01-23,19:00,上海,上海,青春放歌,concert
洪之光,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
金天泽,2019-10-31,19:30,广州,广东,亦X不染,concert
周深,2019-11-30,19:30,深圳,广东,C-929星球,concert
龚子棋,2019-10-31,19:30,广州,广东,亦X不染,concert
洪之光,2019-04-12,19:30,北京,北京,东方歌舞一枝花,concert
周深,2019-04-23,19:30,上海,上海,不说再见,concert
石凯,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
仝卓,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
高杨,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
鞠红川,2019-12-21,19:30,重庆,重庆,长江三峡网络音乐节,concert
郑云龙,2019-07-20,19:30,上海,上海,我们剧场见(GALA),concert
刘彬濠,2019-06-21,19:30,北京,北京,不说再见,concert
周深,2019-11-01,19:00,南京,江苏,陈情令国风音乐演唱会,concert
李彦锋,2019-05-11,19:30,厦门,福建,五弦跨界中提琴音乐会,concert
郑云龙,2019-06-21,19:30,北京,北京,不说再见,concert
龚子棋,2019-12-14,19:30,深圳,广东,音乐剧演员GALA,concert
翟李朔天,2019-12-06,19:30,北京,北京,人生首席,concert
王凯,2019-04-23,19:30,上海,上海,不说再见,concert
王凯,2019-02-19,19:00,海口,海南,元宵乐舞换花节,concert
方书剑,2019-06-21,19:30,北京,北京,不说再见,concert
郑云龙,2019-05-25,19:30,上海,上海,云上之声,concert
王凯,2019-10-02,19:00,宿迁,江苏,共和国日记大型视听交响音乐会,concert
梁朋杰,2019-07-23,19:30,武汉,湖北,你眼里的蓝,concert
李向哲,2019-11-17,-,上海,上海,音浪合伙人盛典,concert
洪之光,2019-07-12,19:30,北京,北京,东方歌舞一枝花,concert
陈博豪,2019-07-28,19:30,昆明,云南,你眼里的蓝,concert
洪之光,2019-11-17,19:30,诸暨,浙江,保利ART音乐盛典,concert
周深,2019-12-31,19:30,上海,上海,梦圆东方2020跨年盛典,concert
余笛,2019-05-26,19:30,上海,上海,云上之声,concert
马佳,2019-06-08,19:30,北京,北京,你眼里的蓝,concert
马佳,2019-06-21,20:00,深圳,广东,你眼里的蓝,concert
王凯,2019-11-23,19:30,重庆,重庆,声入山城,concert
刘彬濠,2019-12-06,19:30,北京,北京,人生首席,concert
马佳,2019-04-20,19:30,北京,北京,岁月如歌·中国电影乐团建团70周年特别音乐会,concert
方书剑,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
廖佳琳,2019-08-14,19:30,上海,上海,你眼里的蓝,concert
高天鹤,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
翟李朔天,2019-09-20,19:00,长春,吉林,致敬祖国交响演唱会,concert
周深,2019-06-12,20:00,新加坡,新加坡,客逢狮城献温情·慈善演唱会,concert
周深,2019-12-14,19:30,成都,四川,C-929星球,concert
马佳,2019-07-20,19:30,大连,辽宁,Cherish珍晰,concert
陈博豪,2019-08-16,19:30,西安,陕西,你眼里的蓝,concert
梁朋杰,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
贾凡,2019-05-25,19:30,上海,上海,云上之声,concert
蔡尧,2019-07-27,19:30,长沙,湖南,亦X不染,concert
王晰,2019-09-27,19:30,北京,北京,亦X不染,concert
贾凡,2019-06-08,19:30,北京,北京,你眼里的蓝,concert
阿云嘎,2019-12-06,19:30,北京,北京,人生首席,concert
黄子弘凡,2019-08-02,19:30,重庆,重庆,你眼里的蓝,concert
王晰,2019-12-21,19:30,厦门,福建,Cherish珍晰,concert
王晰,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
刘彬濠,2019-04-30,19:30,武汉,湖北,亦X不染,concert
陆宇鹏,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
简弘亦,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
贾凡,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
鞠红川,2019-12-31,19:30,海口,海南,跨年演唱会,concert
