artist,date,time,city,state,title,type
蔡尧,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
贾凡,2019-12-31,21:00,海口,海南,跨年演唱会,concert
贾凡,2019-12-28,19:00,北京,北京,北京交通频道26周年听众欢乐会,concert
翟李朔天,2019-10-02,19:00,宿迁,江苏,共和国日记大型视听交响音乐会,concert
鞠红川,2019-06-02,19:30,上海,上海,声入人心巡演,concert
高杨,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
王凯,2019-08-16,19:30,北京,北京,国家大剧院驻院歌剧演员音乐会,concert
陈博豪,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
龚子棋,2019-12-06,19:30,北京,北京,人生首席,concert
王晰,2019-12-01,19:30,佛山,广东,Cherish珍晰,concert
贾凡,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
张超,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
马佳,2019-06-14,19:30,成都,四川,你眼里的蓝,concert
廖佳琳,2019-02-19,19:00,海口,海南,元宵乐舞换花节,concert
郑云龙,2019-06-02,19:30,上海,上海,声入人心巡演,concert
梁朋杰,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
王凯,2019-08-31,19:30,北京,北京,婚礼组歌发布音乐会,concert
张超,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
王晰,2019-07-20,19:30,大连,辽宁,Cherish珍晰,concert
廖佳琳,2019-09-30,19:30,长沙,湖南,省会大学生文艺汇演,concert
贾凡,2019-08-16,19:30,北京,北京,Cherish珍晰,concert
阿云嘎,2019-10-16,19:30,北京,北京,因楽聚,concert
廖佳琳,2019-10-02,19:00,宿迁,江苏,共和国日记大型视听交响音乐会,concert
王晰,2019-06-14,19:30,成都,四川,你眼里的蓝,concert
鞠红川,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
陈博豪,2019-08-02,19:30,重庆,重庆,你眼里的蓝,concert
仝卓,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
阿云嘎,2019-05-25,19:30,上海,上海,云上之声,concert
廖佳琳,2019-11-24,19:30,武汉,湖北,声入江城,concert
高杨,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
龚子棋,2019-08-03,19:30,成都,四川,你眼里的蓝,concert
马佳,2019-12-24,20:00,深圳,广东,难忘的旋律,concert
郑云龙,2019-07-11,19:30,北京,北京,我们剧场见(GALA),concert
王凯,2019-10-12,20:00,南宁,广西,Cherish珍晰,concert
石凯,2019-12-15,19:30,长沙,湖南,Cherish珍晰,concert
仝卓,2019-12-02,19:30,长沙,湖南,声入人心II巡演,concert
周深,2019-06-29,19:30,成都,四川,王心凌演唱会,concert
高天鹤,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
阿云嘎,2019-09-17,16:00,北京,北京,七彩华夏声在中国,concert
李向哲,2019-09-19,20:30,南宁,广西,第21届南宁国际民歌节艺术节,concert
王凯,2019-06-09,19:30,北京,北京,国家大剧院驻院歌剧演员音乐会,concert
郑云龙,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
马佳,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
高杨,2019-08-31,19:30,宁波,浙江,我爱宁波大型歌会,concert
郑云龙,2019-07-18,19:30,上海,上海,青春上海筑梦仟寻,concert
仝卓,2019-05-25,19:30,上海,上海,云上之声,concert
梁朋杰,2019-08-10,19:30,南京,江苏,你眼里的蓝,concert
陈博豪,2019-07-23,19:30,武汉,湖北,你眼里的蓝,concert
李文豹,2019-10-19,19:30,重庆,重庆,Cherish珍晰,concert
王凯,2019-09-03,19:00,长春,吉林,新中国电影视听交响音乐会,concert
简弘亦,2019-07-27,19:30,长沙,湖南,亦X不染,concert
王凯,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
廖佳琳,2019-06-21,19:30,北京,北京,不说再见,concert
刘彬濠,2019-10-19,18:30,三亚,海南,三亚体育旅游嘉年华启动仪式,concert
简弘亦,2019-11-03,19:30,重庆,重庆,亦X不染,concert
张超,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
王晰,2019-06-07,19:30,杭州,浙江,Cherish珍晰,concert
李琦,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
蔡程昱,2019-04-16,19:30,北京,北京,声入人心巡演,concert
王晰,2019-12-28,19:30,太原,山西,Cherish珍晰,concert
仝卓,2019-07-24,21:20,长沙,湖南,芒果音乐节,concert
阿云嘎,2019-02-23,20:00,海口,海南,海洋风主题歌曲作品展演音乐会,concert
洪之光,2019-07-26,19:30,北京,北京,东方歌舞一枝花,concert
张超,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
王凯,2019-11-24,19:30,武汉,湖北,声入江城,concert
王凯,2019-04-30,19:30,武汉,湖北,亦X不染,concert
丁辉,2019-07-19,19:30,上海,上海,我们剧场见(GALA),concert
梁朋杰,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
高天鹤,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
王晰,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
陈博豪,2019-04-30,19:30,武汉,湖北,亦X不染,concert
王晰,2019-11-03,19:30,上海,上海,Cherish珍晰,concert
蔡程昱,2019-11-24,19:30,广州,广东,我爱你，中国,concert
余笛,2019-04-12,19:00,长春,吉林,声动春城,concert
王凯,2019-09-12,19:30,济宁,山东,乔羽作品演唱会,concert
洪之光,2019-10-20,19:30,上海,上海,JOSE CURA音乐会,concert
金圣权,2019-06-21,19:30,北京,北京,不说再见,concert
阿云嘎,2019-07-11,19:30,北京,北京,我们剧场见(GALA),concert
廖佳琳,2019-04-23,19:30,上海,上海,不说再见,concert
黄子弘凡,2019-01-13,20:00,广州,广东,记忆乡愁,concert
翟李朔天,2019-12-28,19:30,太原,山西,Cherish珍晰,concert
廖佳琳,2019-08-18,19:30,北京,北京,你眼里的蓝,concert
刘彬濠,2019-08-04,19:30,广州,广东,Cherish珍晰,concert
阿云嘎,2019-10-05,13:30,南京,江苏,森林音乐狂欢节,concert
余笛,2019-10-03,20:00,西安,陕西,时光博物馆,concert
阿云嘎,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
南枫,2019-08-17,14:30,苏州,江苏,星悦汇专场音乐会,concert
王凯,2019-12-02,19:30,北京,北京,抒情新时代,concert
翟李朔天,2019-08-16,19:30,北京,北京,Cherish珍晰,concert
蔡程昱,2019-06-29,20:00,承德,河北,芒果音乐节中国马镇站,concert
郑云龙,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
龚子棋,2019-12-08,19:30,广州,广东,声动羊城,concert
仝卓,2019-06-02,19:30,上海,上海,声入人心巡演,concert
石凯,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
张超,2019-12-18,19:30,北京,北京,中央音乐学院星期音乐会,concert
王晰,2019-08-25,19:30,长春,吉林,声动春城,concert
王凯,2019-05-11,19:00,杭州,浙江,凯笛LUCK音乐会,concert
高杨,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
龚子棋,2019-07-28,19:30,昆明,云南,你眼里的蓝,concert
王凯,2019-12-06,19:30,北京,北京,人生首席,concert
洪之光,2019-11-08,19:30,北京,北京,洪之光个人独唱音乐会,concert
周深,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
金圣权,2019-11-23,19:30,重庆,重庆,声入山城,concert
王晰,2019-06-16,19:30,西安,陕西,你眼里的蓝,concert
金天泽,2019-07-28,19:30,昆明,云南,你眼里的蓝,concert
马佳,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
高天鹤,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
龚子棋,2019-08-20,19:30,天津,天津,你眼里的蓝,concert
丁辉,2019-04-12,19:00,长春,吉林,声动春城,concert
王晰,2019-08-04,19:30,广州,广东,Cherish珍晰,concert
翟李朔天,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
金天泽,2019-08-16,19:30,西安,陕西,你眼里的蓝,concert
丁辉,2019-07-17,19:30,南京,江苏,我们剧场见(GALA),concert
王凯,2019-12-08,19:30,广州,广东,声动羊城,concert
王晰,2019-06-21,20:00,深圳,广东,你眼里的蓝,concert
代玮,2019-09-27,19:00,湖州,浙江,献给老师的歌师生音乐会,concert
高杨,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
龚子棋,2019-12-31,19:30,北京,北京,凯旋之夜,concert
鞠红川,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
贾凡,2019-12-21,19:00,杭州,浙江,如响应声,concert
翟李朔天,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
金圣权,2019-09-26,21:30,纽约,美国,KISS BEFORE SUNRISE,concert
翟李朔天,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
代玮,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
南枫,2019-08-14,19:30,苏州,江苏,iSING！夏日音乐会,concert
阿云嘎,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
马佳,2019-08-31,19:30,宁波,浙江,我爱宁波大型歌会,concert
李彦锋,2019-08-31,17:00,上海,上海,卡罗拉上市音乐节,concert
梁朋杰,2019-08-13,19:30,上海,上海,你眼里的蓝,concert
金天泽,2019-08-31,19:30,宁波,浙江,我爱宁波大型歌会,concert
代玮,2019-07-24,21:20,长沙,湖南,芒果音乐节,concert
王凯,2019-08-10,19:30,青岛,山东,阎师高徒,concert
高杨,2019-08-13,19:30,上海,上海,你眼里的蓝,concert
马佳,2019-11-17,19:30,诸暨,浙江,保利ART音乐盛典,concert
余笛,2019-12-06,19:30,北京,北京,人生首席,concert
南枫,2019-08-23,19:30,苏州,江苏,iSING！CHINA地久天长,concert
龚子棋,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
翟李朔天,2019-11-16,19:15,上海,上海,最爱金曲榜,concert
金圣权,2019-10-02,19:00,宿迁,江苏,共和国日记大型视听交响音乐会,concert
翟李朔天,2019-06-21,19:30,北京,北京,不说再见,concert
周深,2019-06-02,19:00,悉尼,澳大利亚,唱给世界听,concert
陆宇鹏,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
金圣权,2019-08-11,19:30,杭州,浙江,你眼里的蓝,concert
李文豹,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
鞠红川,2019-06-29,20:00,承德,河北,芒果音乐节中国马镇站,concert
王晰,2019-04-18,19:30,天津,天津,声入人心巡演,concert
金圣权,2019-08-20,19:30,天津,天津,你眼里的蓝,concert
仝卓,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
廖佳琳,2019-08-20,19:30,天津,天津,你眼里的蓝,concert
金天泽,2019-11-03,19:30,重庆,重庆,亦X不染,concert
王晰,2019-10-06,17:40,镇江,江苏,长江音乐节,concert
洪之光,2019-03-08,19:30,北京,北京,东方歌舞一枝花,concert
阿云嘎,2019-06-02,19:30,上海,上海,声入人心巡演,concert
高杨,2019-08-20,19:30,天津,天津,你眼里的蓝,concert
王凯,2019-11-16,19:30,扬州,江苏,匀酒之夜,concert
王晰,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
黄子弘凡,2019-08-18,19:30,北京,北京,你眼里的蓝,concert
蔡程昱,2019-04-18,19:30,天津,天津,声入人心巡演,concert
周深,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
余笛,2019-05-25,19:30,上海,上海,云上之声,concert
廖佳琳,2019-12-15,19:30,长沙,湖南,Cherish珍晰,concert
王晰,2019-07-28,19:30,南京,江苏,Cherish珍晰,concert
蔡程昱,2019-06-02,19:30,上海,上海,声入人心巡演,concert
马佳,2019-06-16,19:30,西安,陕西,你眼里的蓝,concert
廖佳琳,2019-04-22,19:30,上海,上海,亦X不染,concert
南枫,2019-08-26,19:30,南京,江苏,iSING！CHINA地久天长,concert
郑云龙,2019-08-08,19:00,上海,上海,88群星盛典,concert
贾凡,2019-05-26,19:30,上海,上海,云上之声,concert
黄子弘凡,2019-08-10,19:30,南京,江苏,你眼里的蓝,concert
贾凡,2019-12-03,19:30,长沙,湖南,声入人心II巡演,concert
梁朋杰,2019-08-16,19:30,西安,陕西,你眼里的蓝,concert
黄子弘凡,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
马佳,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
梁朋杰,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
王凯,2019-06-21,19:30,北京,北京,不说再见,concert
龚子棋,2019-07-23,19:30,武汉,湖北,你眼里的蓝,concert
翟李朔天,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
刘彬濠,2019-09-17,16:00,北京,北京,七彩华夏声在中国,concert
鞠红川,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
周深,2019-04-18,19:30,天津,天津,声入人心巡演,concert
代玮,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
翟李朔天,2019-08-25,19:30,长春,吉林,声动春城,concert
蔡尧,2019-06-07,19:30,杭州,浙江,Cherish珍晰,concert
洪之光,2019-01-20,19:30,广安,四川,花开东方,concert
李向哲,2019-12-06,19:30,北京,北京,人生首席,concert
金天泽,2019-08-25,20:00,深圳,广东,你眼里的蓝,concert
黄子弘凡,2019-08-03,19:30,成都,四川,你眼里的蓝,concert
蔡程昱,2019-12-02,19:30,长沙,湖南,声入人心II巡演,concert
金天泽,2019-08-20,19:30,天津,天津,你眼里的蓝,concert
仝卓,2019-05-31,19:30,宁波,浙江,声入人心巡演,concert
代玮,2019-04-19,19:00,金华,浙江,师生音乐会,concert
李琦,2019-06-21,19:30,北京,北京,不说再见,concert
贾凡,2019-03-06,19:30,上海,上海,十七世纪的不羁音乐,concert
金天泽,2019-05-01,19:30,宁波,浙江,我爱你中国·歌颂祖国70华诞大型交响音乐会,concert
高天鹤,2019-06-02,19:30,上海,上海,声入人心巡演,concert
梁朋杰,2019-01-13,20:00,广州,广东,记忆乡愁,concert
张超,2019-07-24,21:20,长沙,湖南,芒果音乐节,concert
梁朋杰,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
余笛,2019-05-11,19:00,杭州,浙江,凯笛LUCK音乐会,concert
郑云龙,2019-07-08,19:30,广州,广东,我们剧场见(GALA),concert
余笛,2019-06-21,19:30,北京,北京,不说再见,concert
王凯,2019-09-07,19:30,成都,四川,人生首席,concert
李文豹,2019-07-27,19:30,长沙,湖南,亦X不染,concert
李琦,2019-08-04,20:00,上海,上海,琦妙世界,concert
阿云嘎,2019-04-30,19:30,珠海,广东,声入人心巡演,concert
金天泽,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
阿云嘎,2019-05-26,19:30,上海,上海,云上之声,concert
梁朋杰,2019-08-11,19:30,杭州,浙江,你眼里的蓝,concert
金圣权,2019-08-14,19:30,上海,上海,你眼里的蓝,concert
洪之光,2019-05-03,19:30,北京,北京,东方歌舞一枝花,concert
金圣权,2019-08-13,19:30,上海,上海,你眼里的蓝,concert
刘彬濠,2019-05-22,19:30,厦门,福建,声入人心巡演,concert
王晰,2019-09-08,20:00,深圳,广东,Cherish珍晰,concert
贾凡,2019-06-21,20:00,深圳,广东,你眼里的蓝,concert
龚子棋,2019-06-21,19:30,北京,北京,不说再见,concert
王凯,2019-10-13,-,北京,北京,鲁迅基金七周年音乐会,concert
鞠红川,2019-05-11,19:30,长沙,湖南,声入人心巡演,concert
龚子棋,2019-07-21,19:30,北京,北京,你眼里的蓝,concert
李彦锋,2019-12-31,21:00,海口,海南,跨年演唱会,concert
贾凡,2019-09-29,19:30,深圳,广东,爱我中华文艺晚会,concert
廖佳琳,2019-11-03,19:30,重庆,重庆,亦X不染,concert
龚子棋,2019-10-19,18:30,三亚,海南,三亚体育旅游嘉年华启动仪式,concert
刘彬濠,2019-09-07,19:30,成都,四川,人生首席,concert
高杨,2019-07-14,19:30,成都,四川,我们剧场见(GALA),concert
高天鹤,2019-04-16,19:30,北京,北京,声入人心巡演,concert
周深,2019-09-11,14:00,北京,北京,央广音乐之声中国TOP排行榜巡演,concert
余笛,2019-09-07,19:30,成都,四川,人生首席,concert
王凯,2019-04-12,19:00,长春,吉林,声动春城,concert
蔡程昱,2019-04-26,19:30,青岛,山东,声入人心巡演,concert
龚子棋,2019-11-23,14:00,武汉,湖北,国风音乐盛典,concert
高天鹤,2019-11-08,19:45,西安,陕西,保利ART音乐节,concert
黄子弘凡,2019-08-13,19:30,上海,上海,你眼里的蓝,concert
仝卓,2019-05-26,19:30,上海,上海,云上之声,concert
翟李朔天,2019-04-22,19:30,上海,上海,亦X不染,concert
廖佳琳,2019-12-08,19:30,广州,广东,声动羊城,concert
金天泽,2019-09-27,19:30,北京,北京,亦X不染,concert
周深,2019-01-20,20:00,北京,北京,深空间,concert
蔡程昱,2019-12-31,19:30,海口,海南,跨年演唱会,concert
王凯,2019-12-31,19:30,北京,北京,凯旋之夜,concert
方书剑,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
高杨,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
阿云嘎,2019-11-10,19:30,上海,上海,天猫双11狂欢夜,concert
李琦,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
贾凡,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
郑云龙,2019-05-26,19:30,上海,上海,云上之声,concert
石凯,2019-07-27,19:30,长沙,湖南,亦X不染,concert
南枫,2019-10-06,14:30,斯坦福,美国,从东方奇幻到西部壮举,concert
王晰,2019-06-02,19:30,澳门,澳门,乐华十周年家族演唱会,concert
周深,2019-03-17,18:40,西安,陕西,玩野潮青年文化节,concert
鞠红川,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
王晰,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
南枫,2019-11-01,19:30,耶鲁,美国,经典歌剧选段,concert
余笛,2019-01-24,19:00,上海,上海,青春放歌,concert
洪之光,2019-08-23,19:30,北京,北京,洪之光个人独唱音乐会,concert
高杨,2019-05-12,19:30,长沙,湖南,声入人心巡演,concert
蔡程昱,2019-05-07,19:30,合肥,安徽,声入人心巡演,concert
王凯,2019-08-27,14:00,齐齐哈尔,黑龙江,与祖国同行,concert
金天泽,2019-07-23,19:30,武汉,湖北,你眼里的蓝,concert
贾凡,2019-09-30,19:30,上海,上海,凡之声,concert
王晰,2019-12-15,19:30,长沙,湖南,Cherish珍晰,concert
金圣权,2019-08-24,19:30,广州,广东,你眼里的蓝,concert
郑云龙,2019-07-03,19:30,深圳,广东,我们剧场见(GALA),concert
洪之光,2019-10-13,14:30,成都,四川,洪之光个人独唱音乐会,concert
翟李朔天,2019-12-08,19:30,广州,广东,声动羊城,concert
李文豹,2019-08-25,19:30,长春,吉林,声动春城,concert
黄子弘凡,2019-08-24,19:30,广州,广东,你眼里的蓝,concert
贾凡,2019-05-14,19:30,重庆,重庆,声入人心巡演,concert
阿云嘎,2019-07-08,19:30,广州,广东,我们剧场见(GALA),concert
王晰,2019-10-12,20:00,南宁,广西,Cherish珍晰,concert
刘彬濠,2019-08-25,19:30,长春,吉林,声动春城,concert
王凯,2019-09-01,-,北京,北京,火焰音乐节开幕式,concert
鞠红川,2019-09-19,20:30,南宁,广西,第21届南宁国际民歌节艺术节,concert
张超,2019-06-02,19:30,上海,上海,声入人心巡演,concert
金天泽,2019-11-16,19:30,海口,海南,Cherish珍晰,concert
郑云龙,2019-10-16,19:30,北京,北京,因楽聚,concert
刘彬濠,2019-12-21,19:30,厦门,福建,Cherish珍晰,concert
南枫,2019-08-12,19:00,苏州,江苏,iSING！夏日音乐会,concert
石凯,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
翟李朔天,2019-05-09,19:30,武汉,湖北,声入人心巡演,concert
蔡程昱,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
龚子棋,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
廖佳琳,2019-04-24,19:30,沈阳,辽宁,声入人心巡演,concert
李琦,2019-05-28,19:30,南京,江苏,声入人心巡演,concert
王晰,2019-10-19,19:30,重庆,重庆,Cherish珍晰,concert
李向哲,2019-05-20,19:30,杭州,浙江,声入人心巡演,concert
翟李朔天,2019-11-17,19:30,诸暨,浙江,保利ART音乐盛典,concert
龚子棋,2019-05-05,19:30,常州,江苏,声入人心巡演,concert
黄子弘凡,2019-08-14,19:30,上海,上海,你眼里的蓝,concert
王晰,2019-05-03,19:30,成都,四川,保利ART音乐节,concert
李琦,2019-09-15,19:30,杭州,浙江,浙江大学青春歌会,concert
龚子棋,2019-11-17,-,上海,上海,音浪合伙人盛典,concert
郑云龙,2019-04-23,19:30,上海,上海,不说再见,concert
南枫,2019-10-01,19:30,纽约,美国,从东方奇幻到西部壮举,concert
周深,2019-12-21,19:30,上海,上海,C-929星球,concert
高天鹤,2019-05-26,19:30,无锡,江苏,声入人心巡演,concert
周深,2019-03-08,16:00,珠海,广东,长隆海洋环保音乐节,concert
廖佳琳,2019-08-24,19:30,长春,吉林,声动春城,concert
洪之光,2019-06-11,19:00,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-12,19:30,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-13,19:00,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-14,19:00,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-17,19:30,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-18,19:30,太原,山西,高雅艺术进校园,concert
洪之光,2019-06-21,19:30,南昌,江西,高雅艺术进校园,concert
洪之光,2019-06-22,19:00,南昌,江西,高雅艺术进校园,concert
洪之光,2019-06-24,18:30,南昌,江西,高雅艺术进校园,concert
洪之光,2019-06-25,19:00,南昌,江西,高雅艺术进校园,concert
洪之光,2019-06-27,19:00,景德镇,江西,高雅艺术进校园,concert
洪之光,2019-06-28,19:30,景德镇,江西,高雅艺术进校园,concert